cgroup_id,resource_type,container_count,iteration,t_e2e_ms,with_puretime
176384,block_io,8,6,4804,false
176558,block_io,8,6,4482,false
176645,block_io,8,6,5162,false
176732,block_io,8,6,4966,false
176819,block_io,8,6,5971,false
176906,block_io,8,6,4844,false
177080,block_io,8,6,3983,true
177167,block_io,8,6,5264,true
177254,block_io,8,6,4903,true
177428,block_io,8,6,4729,true
177515,block_io,8,6,5361,true
177602,block_io,8,6,5318,true
177689,block_io,8,6,4231,true
177863,block_io,8,6,6178,true
177950,block_io,8,7,3775,false
178124,block_io,8,7,5188,false
178211,block_io,8,7,5305,false
178298,block_io,8,7,4188,false
178385,block_io,8,7,4672,false
178472,block_io,8,7,5290,false
178646,block_io,8,7,4202,false
178733,block_io,8,7,6127,false
178820,block_io,8,7,3986,true
178994,block_io,8,7,5683,true
179081,block_io,8,7,5557,true
179168,block_io,8,7,4743,true
179255,block_io,8,7,4016,true
179342,block_io,8,7,5322,true
179516,block_io,8,7,4432,true
179603,block_io,8,7,4743,true
179777,block_io,8,8,3936,false
179864,block_io,8,8,5123,false
179951,block_io,8,8,5224,false
180038,block_io,8,8,4395,false
180212,block_io,8,8,5764,false
180299,block_io,8,8,4531,false
180386,block_io,8,8,5172,false
180473,block_io,8,8,4824,false
180647,block_io,8,8,3885,true
180734,block_io,8,8,5157,true
180821,block_io,8,8,5403,true
180995,block_io,8,8,4089,true
181082,block_io,8,8,4317,true
181169,block_io,8,8,5362,true
181256,block_io,8,8,4607,true
181343,block_io,8,8,6631,true
181517,block_io,8,9,3969,false
181691,block_io,8,9,5187,false
181778,block_io,8,9,5017,false
181865,block_io,8,9,4334,false
181952,block_io,8,9,5686,false
182039,block_io,8,9,4251,false
182213,block_io,8,9,5433,false
182300,block_io,8,9,5357,false
182387,block_io,8,9,4013,true
182561,block_io,8,9,5102,true
182648,block_io,8,9,5319,true
182735,block_io,8,9,4321,true
182822,block_io,8,9,5560,true
182909,block_io,8,9,4609,true
183083,block_io,8,9,4971,true
183170,block_io,8,9,4957,true
183344,block_io,8,10,3858,false
183431,block_io,8,10,5437,false
183518,block_io,8,10,4370,false
183605,block_io,8,10,5321,false
183779,block_io,8,10,4316,false
183866,block_io,8,10,5487,false
183953,block_io,8,10,4157,false
184040,block_io,8,10,6408,false
184214,block_io,8,10,3914,true
184301,block_io,8,10,5391,true
184388,block_io,8,10,4715,true
184562,block_io,8,10,4476,true
184649,block_io,8,10,4433,true
184736,block_io,8,10,5540,true
184823,block_io,8,10,4056,true
184910,block_io,8,10,4994,true
185084,block_io,15,1,3887,false
185171,block_io,15,1,5196,false
185258,block_io,15,1,4565,false
185432,block_io,15,1,4313,false
185519,block_io,15,1,5560,false
185606,block_io,15,1,4764,false
185693,block_io,15,1,4403,false
185867,block_io,15,1,5397,false
185954,block_io,15,1,4495,false
186041,block_io,15,1,5749,false
186128,block_io,15,1,4551,false
186215,block_io,15,1,4833,false
186389,block_io,15,1,4178,false
186476,block_io,15,1,5416,false
186563,block_io,15,1,5615,false
186737,block_io,15,1,3918,true
186824,block_io,15,1,5162,true
186911,block_io,15,1,4643,true
186998,block_io,15,1,5454,true
187172,block_io,15,1,4250,true
187259,block_io,15,1,5576,true
187346,block_io,15,1,4659,true
187433,block_io,15,1,5367,true
187520,block_io,15,1,4347,true
187694,block_io,15,1,5597,true
187781,block_io,15,1,4401,true
187868,block_io,15,1,5416,true
187955,block_io,15,1,4886,true
188042,block_io,15,1,5242,true
188216,block_io,15,1,4977,true
188303,block_io,15,2,3846,false
188477,block_io,15,2,4873,false
188564,block_io,15,2,4732,false
188651,block_io,15,2,5518,false
188738,block_io,15,2,4493,false
188825,block_io,15,2,4427,false
188999,block_io,15,2,5307,false
189086,block_io,15,2,4211,false
189173,block_io,15,2,5516,false
189260,block_io,15,2,4029,false
189347,block_io,15,2,5256,false
189521,block_io,15,2,4476,false
189608,block_io,15,2,3724,false
189695,block_io,15,2,5254,false
189782,block_io,15,2,5520,false
189956,block_io,15,2,3773,true
190043,block_io,15,2,5054,true
190217,block_io,15,2,4407,true
190304,block_io,15,2,5662,true
190391,block_io,15,2,4511,true
190478,block_io,15,2,5594,true
190652,block_io,15,2,4435,true
190739,block_io,15,2,5775,true
190826,block_io,15,2,4594,true
190913,block_io,15,2,5507,true
191000,block_io,15,2,3914,true
191174,block_io,15,2,5098,true
191261,block_io,15,2,4278,true
191348,block_io,15,2,5372,true
191435,block_io,15,2,4995,true
191609,block_io,15,3,3844,false
191696,block_io,15,3,5040,false
191783,block_io,15,3,5475,false
191957,block_io,15,3,4029,false
192044,block_io,15,3,5402,false
192131,block_io,15,3,4299,false
192218,block_io,15,3,5631,false
192392,block_io,15,3,4562,false
192479,block_io,15,3,5511,false
192566,block_io,15,3,4029,false
192653,block_io,15,3,5488,false
192740,block_io,15,3,4309,false
192914,block_io,15,3,5466,false
193001,block_io,15,3,4427,false
193088,block_io,15,3,5895,false
193262,block_io,15,3,3758,true
193349,block_io,15,3,5103,true
193436,block_io,15,3,5360,true
193610,block_io,15,3,4333,true
193697,block_io,15,3,5617,true
193784,block_io,15,3,4820,true
193871,block_io,15,3,4482,true
193958,block_io,15,3,5953,true
194045,block_io,15,3,4662,true
194219,block_io,15,3,4805,true
194306,block_io,15,3,4164,true
194393,block_io,15,3,5530,true
194480,block_io,15,3,4705,true
194567,block_io,15,3,5360,true
194741,block_io,15,3,5073,true
194828,block_io,15,4,4071,false
195002,block_io,15,4,5291,false
195089,block_io,15,4,5245,false
195176,block_io,15,4,4308,false
195263,block_io,15,4,5461,false
195350,block_io,15,4,4113,false
195524,block_io,15,4,4959,false
195611,block_io,15,4,4648,false
195785,block_io,15,4,5245,false
195872,block_io,15,4,5380,false
196046,block_io,15,4,4407,false
196133,block_io,15,4,5765,false
196220,block_io,15,4,4255,false
196307,block_io,15,4,5270,false
196394,block_io,15,4,4940,false
196568,block_io,15,4,3733,true
196655,block_io,15,4,5242,true
196742,block_io,15,4,5396,true
196916,block_io,15,4,5176,true
197003,block_io,15,4,5836,true
197090,block_io,15,4,5222,true
197177,block_io,15,4,4130,true
197351,block_io,15,4,5500,true
197438,block_io,15,4,4289,true
197525,block_io,15,4,4331,true
197612,block_io,15,4,5059,true
197786,block_io,15,4,3956,true
197873,block_io,15,4,4943,true
197960,block_io,15,4,4327,true
198047,block_io,15,4,6320,true
198221,block_io,15,5,3741,false
198308,block_io,15,5,5189,false
198395,block_io,15,5,5235,false
198569,block_io,15,5,4501,false
198656,block_io,15,5,5434,false
198743,block_io,15,5,5040,false
198830,block_io,15,5,4626,false
199004,block_io,15,5,5554,false
199091,block_io,15,5,4705,false
199178,block_io,15,5,5731,false
199265,block_io,15,5,5473,false
199439,block_io,15,5,4436,false
199526,block_io,15,5,6059,false
199613,block_io,15,5,4750,false
199700,block_io,15,5,6299,false
199874,block_io,15,5,4063,true
199961,block_io,15,5,5156,true
200048,block_io,15,5,5569,true
