cgroup_id,resource_type,container_count,iteration,t_e2e_ms,t_puretime_ms,t_noise_cpu,t_noise_net,t_noise_bio
114738,"network",0,1,56990.628846,50976.802105,0.807836,6012.512017,0.030824
118162,"network",0,2,57017.883594,52054.293693,2.527007,4960.577232,0.024267
121456,"network",0,3,56964.852346,53483.597117,1.230068,3479.828154,0.047413
124985,"network",4,1,68743.783255,32832.844225,1.264331,35908.355398,0.054071
128644,"network",4,2,68538.648353,32887.975805,1.391654,35647.949897,0.046416
132303,"network",4,3,68299.891161,6011.891502,1.127641,62286.950842,0
