cgroup_id,resource_type,container_count,iteration,t_e2e_ms,t_puretime_ms,t_noise_cpu,t_noise_net,t_noise_bio
114738,"network",0,1,56990.628846,827.63731,8.273835,56161.55957,0.044799
118162,"network",0,2,57017.883594,878.734064,9.44984,56136.178111,0.034136
121456,"network",0,3,56964.852346,833.640447,8.351802,56129.735094,0.057913
124985,"network",4,1,68743.783255,831.735349,8.569204,67910.011304,0.060552
128644,"network",4,2,68538.648353,742.902942,8.672069,67793.725224,0.053862
132303,"network",4,3,68299.891161,606.483201,7.721145,67692.160076,0.006893
