timestamp,resource_type,container_count,iteration,cpu_percent,memory_mb,cpu_ratio_system,mem_ratio_system
1782670137.630926794,uploader,1,18,3.91,70.793,0.1629,0.0752
1782670138.654725492,uploader,1,18,1.95,70.7969,0.0813,0.0752
1782670142.405064139,uploader,1,19,2.93,70.8164,0.1221,0.0752
1782670143.428183689,uploader,1,19,2.93,70.8164,0.1221,0.0752
1782670147.078931287,uploader,1,20,3.91,70.8008,0.1629,0.0752
1782670148.101795425,uploader,1,20,2.93,70.8008,0.1221,0.0752
1782670151.856693842,uploader,1,21,3.91,70.8203,0.1629,0.0752
1782670152.879582837,uploader,1,21,2.93,70.8242,0.1221,0.0752
1782670156.571676603,uploader,1,22,2.93,70.8398,0.1221,0.0752
1782670157.594330037,uploader,1,22,2.93,70.8398,0.1221,0.0752
1782670161.507309155,uploader,1,23,1.95,70.3008,0.0813,0.0747
1782670162.530190333,uploader,1,23,0.98,70.8398,0.0408,0.0752
1782670163.552563561,uploader,1,23,2.94,70.8398,0.1225,0.0752
1782670167.465691042,uploader,1,24,2.93,70.8281,0.1221,0.0752
1782670168.488803535,uploader,1,24,2.93,70.8281,0.1221,0.0752
1782670172.360774269,uploader,1,25,3.91,70.832,0.1629,0.0752
1782670173.383532908,uploader,1,25,2.93,70.8359,0.1221,0.0752
1782670177.146093571,uploader,1,26,3.91,70.8086,0.1629,0.0752
1782670178.169947247,uploader,1,26,1.95,70.8086,0.0813,0.0752
1782670181.880689068,uploader,1,27,2.93,70.8008,0.1221,0.0752
1782670182.904539708,uploader,1,27,2.93,70.8008,0.1221,0.0752
1782670186.767136905,uploader,1,28,3.91,70.8086,0.1629,0.0752
1782670187.790192748,uploader,1,28,1.96,70.8086,0.0817,0.0752
1782670191.552495826,uploader,1,29,2.93,70.8125,0.1221,0.0752
1782670192.575068378,uploader,1,29,3.91,70.8125,0.1629,0.0752
1782670196.277958533,uploader,1,30,3.91,70.8438,0.1629,0.0753
1782670197.301697025,uploader,1,30,1.95,70.8438,0.0813,0.0753
1782670202.993594063,s3,1,1,3.91,70.8086,0.1629,0.0752
1782670204.017037938,s3,1,1,1.96,70.8086,0.0817,0.0752
1782670207.733341117,s3,1,2,2.93,70.8203,0.1221,0.0752
1782670208.755930424,s3,1,2,2.93,70.8203,0.1221,0.0752
1782670212.498949952,s3,1,3,3.91,70.8242,0.1629,0.0752
1782670213.523049936,s3,1,3,1.95,70.8242,0.0813,0.0752
1782670217.294267178,s3,1,4,3.91,70.8047,0.1629,0.0752
1782670218.318390604,s3,1,4,1.95,70.8047,0.0813,0.0752
1782670222.027669237,s3,1,5,2.93,70.8164,0.1221,0.0752
1782670223.051809695,s3,1,5,1.95,70.8164,0.0813,0.0752
1782670226.733652573,s3,1,6,2.93,70.8398,0.1221,0.0752
1782670227.756859363,s3,1,6,2.93,70.8398,0.1221,0.0752
1782670231.469170275,s3,1,7,3.91,70.8281,0.1629,0.0752
1782670232.492307583,s3,1,7,1.96,70.832,0.0817,0.0752
1782670236.193827208,s3,1,8,3.91,70.8086,0.1629,0.0752
1782670237.216361209,s3,1,8,1.96,70.8086,0.0817,0.0752
1782670241.179214065,s3,1,9,3.91,70.8008,0.1629,0.0752
1782670242.202627647,s3,1,9,1.96,70.8008,0.0817,0.0752
1782670245.844673733,s3,1,10,3.91,70.8125,0.1629,0.0752
1782670246.867589238,s3,1,10,1.96,70.8125,0.0817,0.0752
1782670250.549175412,s3,1,11,3.91,70.8164,0.1629,0.0752
1782670251.573006328,s3,1,11,1.96,70.8164,0.0817,0.0752
1782670255.273337821,s3,1,12,2.93,70.8047,0.1221,0.0752
1782670256.296208493,s3,1,12,2.93,70.8047,0.1221,0.0752
1782670260.241927756,s3,1,13,2.93,70.8086,0.1221,0.0752
1782670261.265381801,s3,1,13,2.93,70.8086,0.1221,0.0752
1782670265.015227009,s3,1,14,3.91,70.7773,0.1629,0.0752
1782670266.037924308,s3,1,14,1.96,70.7773,0.0817,0.0752
1782670269.831517129,s3,1,15,2.93,70.8086,0.1221,0.0752
1782670270.855365265,s3,1,15,2.93,70.8086,0.1221,0.0752
1782670274.606653430,s3,1,16,3.91,70.8086,0.1629,0.0752
1782670275.630502414,s3,1,16,1.96,70.8086,0.0817,0.0752
1782670279.391646086,s3,1,17,3.91,70.8242,0.1629,0.0752
1782670280.414600384,s3,1,17,1.96,70.8242,0.0817,0.0752
1782670284.117508134,s3,1,18,3.91,70.8203,0.1629,0.0752
1782670285.140536107,s3,1,18,1.96,70.8203,0.0817,0.0752
1782670288.882015287,s3,1,19,3.91,70.8047,0.1629,0.0752
1782670289.904933697,s3,1,19,1.96,70.8047,0.0817,0.0752
1782670293.618453039,s3,1,20,3.91,70.8086,0.1629,0.0752
1782670294.642136532,s3,1,20,1.96,70.8086,0.0817,0.0752
1782670298.492667256,s3,1,21,3.91,70.832,0.1629,0.0752
1782670299.514857599,s3,1,21,1.96,70.832,0.0817,0.0752
1782670303.177018984,s3,1,22,3.91,70.8242,0.1629,0.0752
1782670304.200683971,s3,1,22,2.93,70.8242,0.1221,0.0752
1782670307.872624526,s3,1,23,2.93,70.8047,0.1221,0.0752
1782670308.896038957,s3,1,23,1.95,70.8047,0.0813,0.0752
1782670312.670540807,s3,1,24,3.91,70.8242,0.1629,0.0752
1782670313.693565814,s3,1,24,1.96,70.8242,0.0817,0.0752
1782670317.444897703,s3,1,25,3.91,70.8242,0.1629,0.0752
1782670318.468824656,s3,1,25,1.95,70.8242,0.0813,0.0752
1782670322.150507944,s3,1,26,3.91,70.832,0.1629,0.0752
1782670323.173470690,s3,1,26,1.96,70.832,0.0817,0.0752
1782670326.863624126,s3,1,27,2.93,70.8086,0.1221,0.0752
1782670327.886241778,s3,1,27,2.93,70.8086,0.1221,0.0752
1782670331.651998824,s3,1,28,2.93,70.8398,0.1221,0.0752
1782670332.676711665,s3,1,28,2.93,70.8398,0.1221,0.0752
1782670336.376196220,s3,1,29,2.93,70.8242,0.1221,0.0752
1782670337.399079628,s3,1,29,3.91,70.8281,0.1629,0.0752
1782670341.110675781,s3,1,30,3.91,70.8086,0.1629,0.0752
1782670342.134874262,s3,1,30,1.95,70.8086,0.0813,0.0752
1782670347.799997036,compression,1,1,2.93,70.8203,0.1221,0.0752
1782670348.825292669,compression,1,1,0.00,70.8203,0.0000,0.0752
1782670352.901652668,compression,1,2,2.93,70.7812,0.1221,0.0752
1782670353.926352515,compression,1,2,0.00,70.8164,0.0000,0.0752
1782670358.128976646,compression,1,3,1.95,70.8086,0.0813,0.0752
1782670359.155366774,compression,1,3,0.98,70.8086,0.0408,0.0752
1782670363.405980127,compression,1,4,1.95,70.8242,0.0813,0.0752
1782670364.430604891,compression,1,4,0.98,70.8242,0.0408,0.0752
1782670368.472971154,compression,1,5,2.93,70.8164,0.1221,0.0752
1782670369.497198464,compression,1,5,0.00,70.8164,0.0000,0.0752
1782670373.800843220,compression,1,6,2.93,70.8164,0.1221,0.0752
1782670374.826371222,compression,1,6,0.00,70.8164,0.0000,0.0752
1782670378.899449394,compression,1,7,2.93,70.8398,0.1221,0.0752
1782670379.924885443,compression,1,7,0.98,70.8398,0.0408,0.0752
1782670384.065926789,compression,1,8,2.93,70.8359,0.1221,0.0752
1782670385.090547952,compression,1,8,0.00,70.8359,0.0000,0.0752
1782670389.090692021,compression,1,9,2.93,70.8047,0.1221,0.0752
1782670390.115780744,compression,1,9,0.00,70.8047,0.0000,0.0752
1782670394.069468864,compression,1,10,2.93,70.8086,0.1221,0.0752
1782670395.094701482,compression,1,10,0.00,70.8086,0.0000,0.0752
1782670399.124996530,compression,1,11,2.93,70.8125,0.1221,0.0752
1782670400.150009216,compression,1,11,0.00,70.8125,0.0000,0.0752
1782670404.490856464,compression,1,12,2.93,70.8164,0.1221,0.0752
1782670405.515178708,compression,1,12,0.00,70.8164,0.0000,0.0752
1782670409.630991407,compression,1,13,2.93,70.8047,0.1221,0.0752
1782670410.655601804,compression,1,13,0.00,70.8047,0.0000,0.0752
1782670414.825598623,compression,1,14,1.95,70.8398,0.0813,0.0752
1782670415.850634954,compression,1,14,0.00,70.8398,0.0000,0.0752
1782670420.026035305,compression,1,15,2.93,70.8125,0.1221,0.0752
1782670421.051274300,compression,1,15,0.00,70.8125,0.0000,0.0752
1782670425.221882831,compression,1,16,1.95,70.8047,0.0813,0.0752
1782670426.246818829,compression,1,16,0.98,70.8047,0.0408,0.0752
1782670430.309769760,compression,1,17,2.93,70.8047,0.1221,0.0752
1782670431.334545490,compression,1,17,0.00,70.8047,0.0000,0.0752
1782670435.749158457,compression,1,18,2.93,70.7812,0.1221,0.0752
1782670436.774602865,compression,1,18,0.00,70.8242,0.0000,0.0752
1782670441.039866539,compression,1,19,2.93,70.8203,0.1221,0.0752
1782670442.064697317,compression,1,19,0.00,70.8203,0.0000,0.0752
1782670446.465002565,compression,1,20,2.93,70.832,0.1221,0.0752
1782670447.490151413,compression,1,20,0.00,70.832,0.0000,0.0752
1782670451.890957537,compression,1,21,2.93,70.832,0.1221,0.0752
1782670452.914971194,compression,1,21,0.00,70.832,0.0000,0.0752
1782670457.366450758,compression,1,22,2.93,70.8086,0.1221,0.0752
1782670458.391841035,compression,1,22,0.00,70.8086,0.0000,0.0752
1782670459.416718441,compression,1,22,1.95,70.8086,0.0813,0.0752
1782670463.025986370,compression,1,23,2.93,70.8398,0.1221,0.0752
1782670464.051567085,compression,1,23,0.00,70.8398,0.0000,0.0752
1782670468.326997121,compression,1,24,2.92,70.8164,0.1217,0.0752
1782670469.352972432,compression,1,24,0.00,70.8164,0.0000,0.0752
1782670470.376855284,compression,1,24,0.98,70.8164,0.0408,0.0752
1782670473.914923677,compression,1,25,1.95,70.8164,0.0813,0.0752
1782670474.939483202,compression,1,25,0.98,70.8164,0.0408,0.0752
1782670479.330996239,compression,1,26,1.95,70.832,0.0813,0.0752
1782670480.356130554,compression,1,26,1.95,70.832,0.0813,0.0752
1782670484.509654591,compression,1,27,2.93,70.8086,0.1221,0.0752
1782670485.533846477,compression,1,27,0.00,70.8086,0.0000,0.0752
1782670489.937799463,compression,1,28,2.93,70.8086,0.1221,0.0752
1782670490.962922650,compression,1,28,0.00,70.8086,0.0000,0.0752
1782670495.154586954,compression,1,29,2.93,70.8203,0.1221,0.0752
1782670496.179292076,compression,1,29,0.00,70.8203,0.0000,0.0752
1782670497.203185074,compression,1,29,0.98,70.8203,0.0408,0.0752
1782670500.873241498,compression,1,30,2.93,70.7969,0.1221,0.0752
1782670501.897495964,compression,1,30,0.00,70.7969,0.0000,0.0752
