cgroup_id,resource_type,container_count,iteration,t_e2e_ms,with_puretime
446311,block_io,8,7,6578,true
446485,block_io,8,7,5943,true
446572,block_io,8,7,6167,true
446659,block_io,8,7,4894,true
446833,block_io,8,8,4721,false
446920,block_io,8,8,7149,false
447007,block_io,8,8,6197,false
447181,block_io,8,8,6607,false
447268,block_io,8,8,5204,false
447355,block_io,8,8,6992,false
447529,block_io,8,8,5572,false
447616,block_io,8,8,6125,false
447703,block_io,8,8,3967,true
447877,block_io,8,8,6950,true
447964,block_io,8,8,6886,true
448051,block_io,8,8,5823,true
448225,block_io,8,8,6488,true
448312,block_io,8,8,5499,true
448399,block_io,8,8,6620,true
448573,block_io,8,8,5692,true
448660,block_io,8,9,4454,false
448834,block_io,8,9,7280,false
448921,block_io,8,9,4853,false
449008,block_io,8,9,6245,false
449182,block_io,8,9,6728,false
449269,block_io,8,9,6874,false
449443,block_io,8,9,6780,false
449530,block_io,8,9,5324,false
449704,block_io,8,9,4191,true
449791,block_io,8,9,7208,true
449878,block_io,8,9,6477,true
450052,block_io,8,9,7801,true
450139,block_io,8,9,6639,true
450226,block_io,8,9,5531,true
450400,block_io,8,9,7174,true
450487,block_io,8,9,5666,true
450661,block_io,8,10,4232,false
450748,block_io,8,10,6942,false
450922,block_io,8,10,5633,false
451009,block_io,8,10,6899,false
451096,block_io,8,10,5102,false
451183,block_io,8,10,6160,false
451357,block_io,8,10,6236,false
451444,block_io,8,10,5613,false
451618,block_io,8,10,3973,true
451705,block_io,8,10,7778,true
451879,block_io,8,10,7007,true
451966,block_io,8,10,6866,true
452053,block_io,8,10,6541,true
452227,block_io,8,10,7113,true
452314,block_io,8,10,6408,true
452401,block_io,8,10,6407,true
452575,block_io,15,1,4349,false
452662,block_io,15,1,6447,false
452749,block_io,15,1,5738,false
452923,block_io,15,1,6098,false
453010,block_io,15,1,6265,false
453097,block_io,15,1,6835,false
453271,block_io,15,1,6490,false
453358,block_io,15,1,6913,false
453532,block_io,15,1,6784,false
453619,block_io,15,1,6987,false
453706,block_io,15,1,6720,false
453880,block_io,15,1,6733,false
453967,block_io,15,1,5815,false
454054,block_io,15,1,6192,false
454228,block_io,15,1,5253,false
454315,block_io,15,1,4128,true
454489,block_io,15,1,7079,true
454576,block_io,15,1,5882,true
454663,block_io,15,1,6177,true
454837,block_io,15,1,6705,true
454924,block_io,15,1,6661,true
455011,block_io,15,1,6352,true
455185,block_io,15,1,7094,true
455272,block_io,15,1,5496,true
455359,block_io,15,1,5601,true
455533,block_io,15,1,5596,true
455620,block_io,15,1,6526,true
455707,block_io,15,1,7497,true
455881,block_io,15,1,6723,true
455968,block_io,15,1,5211,true
456142,block_io,15,2,4963,false
456229,block_io,15,2,6873,false
456316,block_io,15,2,5125,false
456490,block_io,15,2,6590,false
456577,block_io,15,2,6908,false
456664,block_io,15,2,6430,false
456838,block_io,15,2,7242,false
456925,block_io,15,2,6371,false
457099,block_io,15,2,7090,false
457186,block_io,15,2,6507,false
457273,block_io,15,2,5506,false
457447,block_io,15,2,6978,false
457534,block_io,15,2,5629,false
457621,block_io,15,2,6427,false
457795,block_io,15,2,6176,false
457882,block_io,15,2,4776,true
458056,block_io,15,2,6839,true
458143,block_io,15,2,5020,true
458230,block_io,15,2,7057,true
458317,block_io,15,2,5847,true
458491,block_io,15,2,5992,true
458578,block_io,15,2,7150,true
458752,block_io,15,2,6735,true
458839,block_io,15,2,5694,true
458926,block_io,15,2,6036,true
459100,block_io,15,2,6865,true
459187,block_io,15,2,6053,true
459361,block_io,15,2,6344,true
459448,block_io,15,2,6514,true
459535,block_io,15,2,6802,true
459709,block_io,15,3,4090,false
459796,block_io,15,3,7181,false
459970,block_io,15,3,4206,false
460057,block_io,15,3,5666,false
460144,block_io,15,3,6693,false
460318,block_io,15,3,6183,false
460405,block_io,15,3,5977,false
460492,block_io,15,3,6439,false
460666,block_io,15,3,6888,false
460753,block_io,15,3,6338,false
460840,block_io,15,3,6807,false
461014,block_io,15,3,6800,false
461101,block_io,15,3,6526,false
461188,block_io,15,3,6728,false
461362,block_io,15,3,5524,false
461449,block_io,15,3,4012,true
461623,block_io,15,3,7043,true
461797,block_io,15,3,6142,true
461884,block_io,15,3,6250,true
462058,block_io,15,3,5659,true
462145,block_io,15,3,5938,true
462232,block_io,15,3,6208,true
462406,block_io,15,3,6704,true
462493,block_io,15,3,5498,true
462580,block_io,15,3,6790,true
462754,block_io,15,3,5815,true
462841,block_io,15,3,5660,true
462928,block_io,15,3,4289,true
463102,block_io,15,3,5653,true
463189,block_io,15,3,4711,true
463363,block_io,15,4,4458,false
463450,block_io,15,4,7266,false
463537,block_io,15,4,5938,false
463711,block_io,15,4,7098,false
463798,block_io,15,4,5878,false
463885,block_io,15,4,5466,false
464059,block_io,15,4,5975,false
464146,block_io,15,4,6841,false
464233,block_io,15,4,7536,false
464407,block_io,15,4,6811,false
464494,block_io,15,4,5601,false
464668,block_io,15,4,5605,false
464755,block_io,15,4,6130,false
464842,block_io,15,4,7087,false
465016,block_io,15,4,5061,false
465103,block_io,15,4,4176,true
465277,block_io,15,4,6466,true
465364,block_io,15,4,5193,true
465451,block_io,15,4,5680,true
465625,block_io,15,4,6177,true
465712,block_io,15,4,8269,true
465886,block_io,15,4,7195,true
465973,block_io,15,4,5348,true
466060,block_io,15,4,7341,true
466147,block_io,15,4,6287,true
466321,block_io,15,4,6430,true
466408,block_io,15,4,6815,true
466582,block_io,15,4,7730,true
466669,block_io,15,4,7275,true
466756,block_io,15,4,5071,true
466930,block_io,15,5,3841,false
467017,block_io,15,5,7537,false
467191,block_io,15,5,7012,false
467278,block_io,15,5,6112,false
467452,block_io,15,5,6925,false
467539,block_io,15,5,6125,false
